文字	面区点	水準	Unicode	UTF16
去	1-21-78	第1水準	U+53BB	0x53BB
居	1-21-79	第1水準	U+5C45	0x5C45
巨	1-21-80	第1水準	U+5DE8	0x5DE8
拒	1-21-81	第1水準	U+62D2	0x62D2
拠	1-21-82	第1水準	U+62E0	0x62E0
挙	1-21-83	第1水準	U+6319	0x6319
渠	1-21-84	第1水準	U+6E20	0x6E20
虚	1-21-85	第1水準	U+865A	0x865A
許	1-21-86	第1水準	U+8A31	0x8A31
距	1-21-87	第1水準	U+8DDD	0x8DDD
鋸	1-21-88	第1水準	U+92F8	0x92F8
漁	1-21-89	第1水準	U+6F01	0x6F01
禦	1-21-90	第1水準	U+79A6	0x79A6
魚	1-21-91	第1水準	U+9B5A	0x9B5A
亨	1-21-92	第1水準	U+4EA8	0x4EA8
享	1-21-93	第1水準	U+4EAB	0x4EAB
京	1-21-94	第1水準	U+4EAC	0x4EAC
供	1-22-01	第1水準	U+4F9B	0x4F9B
侠	1-22-02	第1水準	U+4FA0	0x4FA0
僑	1-22-03	第1水準	U+50D1	0x50D1
兇	1-22-04	第1水準	U+5147	0x5147
競	1-22-05	第1水準	U+7AF6	0x7AF6
共	1-22-06	第1水準	U+5171	0x5171
凶	1-22-07	第1水準	U+51F6	0x51F6
協	1-22-08	第1水準	U+5354	0x5354
匡	1-22-09	第1水準	U+5321	0x5321
卿	1-22-10	第1水準	U+537F	0x537F
叫	1-22-11	第1水準	U+53EB	0x53EB
喬	1-22-12	第1水準	U+55AC	0x55AC
境	1-22-13	第1水準	U+5883	0x5883
峡	1-22-14	第1水準	U+5CE1	0x5CE1
強	1-22-15	第1水準	U+5F37	0x5F37
彊	1-22-16	第1水準	U+5F4A	0x5F4A
怯	1-22-17	第1水準	U+602F	0x602F
恐	1-22-18	第1水準	U+6050	0x6050
恭	1-22-19	第1水準	U+606D	0x606D
挟	1-22-20	第1水準	U+631F	0x631F
教	1-22-21	第1水準	U+6559	0x6559
橋	1-22-22	第1水準	U+6A4B	0x6A4B
況	1-22-23	第1水準	U+6CC1	0x6CC1
狂	1-22-24	第1水準	U+72C2	0x72C2
狭	1-22-25	第1水準	U+72ED	0x72ED
矯	1-22-26	第1水準	U+77EF	0x77EF
胸	1-22-27	第1水準	U+80F8	0x80F8
脅	1-22-28	第1水準	U+8105	0x8105
興	1-22-29	第1水準	U+8208	0x8208
蕎	1-22-30	第1水準	U+854E	0x854E
郷	1-22-31	第1水準	U+90F7	0x90F7
鏡	1-22-32	第1水準	U+93E1	0x93E1
響	1-22-33	第1水準	U+97FF	0x97FF
饗	1-22-34	第1水準	U+9957	0x9957
驚	1-22-35	第1水準	U+9A5A	0x9A5A
仰	1-22-36	第1水準	U+4EF0	0x4EF0
凝	1-22-37	第1水準	U+51DD	0x51DD
尭	1-22-38	第1水準	U+5C2D	0x5C2D
暁	1-22-39	第1水準	U+6681	0x6681
業	1-22-40	第1水準	U+696D	0x696D
局	1-22-41	第1水準	U+5C40	0x5C40
曲	1-22-42	第1水準	U+66F2	0x66F2
極	1-22-43	第1水準	U+6975	0x6975
玉	1-22-44	第1水準	U+7389	0x7389
桐	1-22-45	第1水準	U+6850	0x6850
粁	1-22-46	第1水準	U+7C81	0x7C81
僅	1-22-47	第1水準	U+50C5	0x50C5
勤	1-22-48	第1水準	U+52E4	0x52E4
均	1-22-49	第1水準	U+5747	0x5747
巾	1-22-50	第1水準	U+5DFE	0x5DFE
錦	1-22-51	第1水準	U+9326	0x9326
斤	1-22-52	第1水準	U+65A4	0x65A4
欣	1-22-53	第1水準	U+6B23	0x6B23
欽	1-22-54	第1水準	U+6B3D	0x6B3D
琴	1-22-55	第1水準	U+7434	0x7434
禁	1-22-56	第1水準	U+7981	0x7981
禽	1-22-57	第1水準	U+79BD	0x79BD
筋	1-22-58	第1水準	U+7B4B	0x7B4B
緊	1-22-59	第1水準	U+7DCA	0x7DCA
芹	1-22-60	第1水準	U+82B9	0x82B9
菌	1-22-61	第1水準	U+83CC	0x83CC
衿	1-22-62	第1水準	U+887F	0x887F
襟	1-22-63	第1水準	U+895F	0x895F
謹	1-22-64	第1水準	U+8B39	0x8B39
近	1-22-65	第1水準	U+8FD1	0x8FD1
金	1-22-66	第1水準	U+91D1	0x91D1
吟	1-22-67	第1水準	U+541F	0x541F
銀	1-22-68	第1水準	U+9280	0x9280
九	1-22-69	第1水準	U+4E5D	0x4E5D
倶	1-22-70	第1水準	U+5036	0x5036
句	1-22-71	第1水準	U+53E5	0x53E5
区	1-22-72	第1水準	U+533A	0x533A
狗	1-22-73	第1水準	U+72D7	0x72D7
玖	1-22-74	第1水準	U+7396	0x7396
矩	1-22-75	第1水準	U+77E9	0x77E9
苦	1-22-76	第1水準	U+82E6	0x82E6
躯	1-22-77	第1水準	U+8EAF	0x8EAF
駆	1-22-78	第1水準	U+99C6	0x99C6
駈	1-22-79	第1水準	U+99C8	0x99C8
駒	1-22-80	第1水準	U+99D2	0x99D2
具	1-22-81	第1水準	U+5177	0x5177
愚	1-22-82	第1水準	U+611A	0x611A
虞	1-22-83	第1水準	U+865E	0x865E
喰	1-22-84	第1水準	U+55B0	0x55B0
空	1-22-85	第1水準	U+7A7A	0x7A7A
偶	1-22-86	第1水準	U+5076	0x5076
寓	1-22-87	第1水準	U+5BD3	0x5BD3
遇	1-22-88	第1水準	U+9047	0x9047
隅	1-22-89	第1水準	U+9685	0x9685
串	1-22-90	第1水準	U+4E32	0x4E32
櫛	1-22-91	第1水準	U+6ADB	0x6ADB
釧	1-22-92	第1水準	U+91E7	0x91E7
屑	1-22-93	第1水準	U+5C51	0x5C51
屈	1-22-94	第1水準	U+5C48	0x5C48
掘	1-23-01	第1水準	U+6398	0x6398
窟	1-23-02	第1水準	U+7A9F	0x7A9F
沓	1-23-03	第1水準	U+6C93	0x6C93
靴	1-23-04	第1水準	U+9774	0x9774
轡	1-23-05	第1水準	U+8F61	0x8F61
窪	1-23-06	第1水準	U+7AAA	0x7AAA
熊	1-23-07	第1水準	U+718A	0x718A
隈	1-23-08	第1水準	U+9688	0x9688
粂	1-23-09	第1水準	U+7C82	0x7C82
栗	1-23-10	第1水準	U+6817	0x6817
繰	1-23-11	第1水準	U+7E70	0x7E70
桑	1-23-12	第1水準	U+6851	0x6851
鍬	1-23-13	第1水準	U+936C	0x936C
勲	1-23-14	第1水準	U+52F2	0x52F2
君	1-23-15	第1水準	U+541B	0x541B
薫	1-23-16	第1水準	U+85AB	0x85AB
訓	1-23-17	第1水準	U+8A13	0x8A13
群	1-23-18	第1水準	U+7FA4	0x7FA4
軍	1-23-19	第1水準	U+8ECD	0x8ECD
郡	1-23-20	第1水準	U+90E1	0x90E1
卦	1-23-21	第1水準	U+5366	0x5366
袈	1-23-22	第1水準	U+8888	0x8888
祁	1-23-23	第1水準	U+7941	0x7941
係	1-23-24	第1水準	U+4FC2	0x4FC2
傾	1-23-25	第1水準	U+50BE	0x50BE
刑	1-23-26	第1水準	U+5211	0x5211
兄	1-23-27	第1水準	U+5144	0x5144
啓	1-23-28	第1水準	U+5553	0x5553
圭	1-23-29	第1水準	U+572D	0x572D
珪	1-23-30	第1水準	U+73EA	0x73EA
型	1-23-31	第1水準	U+578B	0x578B
契	1-23-32	第1水準	U+5951	0x5951
形	1-23-33	第1水準	U+5F62	0x5F62
径	1-23-34	第1水準	U+5F84	0x5F84
恵	1-23-35	第1水準	U+6075	0x6075
慶	1-23-36	第1水準	U+6176	0x6176
慧	1-23-37	第1水準	U+6167	0x6167
憩	1-23-38	第1水準	U+61A9	0x61A9
掲	1-23-39	第1水準	U+63B2	0x63B2
携	1-23-40	第1水準	U+643A	0x643A
敬	1-23-41	第1水準	U+656C	0x656C
景	1-23-42	第1水準	U+666F	0x666F
桂	1-23-43	第1水準	U+6842	0x6842
渓	1-23-44	第1水準	U+6E13	0x6E13
畦	1-23-45	第1水準	U+7566	0x7566
稽	1-23-46	第1水準	U+7A3D	0x7A3D
系	1-23-47	第1水準	U+7CFB	0x7CFB
経	1-23-48	第1水準	U+7D4C	0x7D4C
継	1-23-49	第1水準	U+7D99	0x7D99
繋	1-23-50	第1水準	U+7E4B	0x7E4B
罫	1-23-51	第1水準	U+7F6B	0x7F6B
茎	1-23-52	第1水準	U+830E	0x830E
荊	1-23-53	第1水準	U+834A	0x834A
蛍	1-23-54	第1水準	U+86CD	0x86CD
計	1-23-55	第1水準	U+8A08	0x8A08
詣	1-23-56	第1水準	U+8A63	0x8A63
警	1-23-57	第1水準	U+8B66	0x8B66
軽	1-23-58	第1水準	U+8EFD	0x8EFD
頚	1-23-59	第1水準	U+981A	0x981A
鶏	1-23-60	第1水準	U+9D8F	0x9D8F
芸	1-23-61	第1水準	U+82B8	0x82B8
迎	1-23-62	第1水準	U+8FCE	0x8FCE
鯨	1-23-63	第1水準	U+9BE8	0x9BE8
劇	1-23-64	第1水準	U+5287	0x5287
戟	1-23-65	第1水準	U+621F	0x621F
撃	1-23-66	第1水準	U+6483	0x6483
激	1-23-67	第1水準	U+6FC0	0x6FC0
隙	1-23-68	第1水準	U+9699	0x9699
桁	1-23-69	第1水準	U+6841	0x6841
傑	1-23-70	第1水準	U+5091	0x5091
欠	1-23-71	第1水準	U+6B20	0x6B20
決	1-23-72	第1水準	U+6C7A	0x6C7A
潔	1-23-73	第1水準	U+6F54	0x6F54
穴	1-23-74	第1水準	U+7A74	0x7A74
結	1-23-75	第1水準	U+7D50	0x7D50
血	1-23-76	第1水準	U+8840	0x8840
訣	1-23-77	第1水準	U+8A23	0x8A23
月	1-23-78	第1水準	U+6708	0x6708
件	1-23-79	第1水準	U+4EF6	0x4EF6
倹	1-23-80	第1水準	U+5039	0x5039
倦	1-23-81	第1水準	U+5026	0x5026
健	1-23-82	第1水準	U+5065	0x5065
兼	1-23-83	第1水準	U+517C	0x517C
券	1-23-84	第1水準	U+5238	0x5238
剣	1-23-85	第1水準	U+5263	0x5263
喧	1-23-86	第1水準	U+55A7	0x55A7
圏	1-23-87	第1水準	U+570F	0x570F
堅	1-23-88	第1水準	U+5805	0x5805
嫌	1-23-89	第1水準	U+5ACC	0x5ACC
建	1-23-90	第1水準	U+5EFA	0x5EFA
憲	1-23-91	第1水準	U+61B2	0x61B2
懸	1-23-92	第1水準	U+61F8	0x61F8
拳	1-23-93	第1水準	U+62F3	0x62F3
捲	1-23-94	第1水準	U+6372	0x6372
検	1-24-01	第1水準	U+691C	0x691C
権	1-24-02	第1水準	U+6A29	0x6A29
牽	1-24-03	第1水準	U+727D	0x727D
犬	1-24-04	第1水準	U+72AC	0x72AC
献	1-24-05	第1水準	U+732E	0x732E
研	1-24-06	第1水準	U+7814	0x7814
硯	1-24-07	第1水準	U+786F	0x786F
絹	1-24-08	第1水準	U+7D79	0x7D79
県	1-24-09	第1水準	U+770C	0x770C
肩	1-24-10	第1水準	U+80A9	0x80A9
見	1-24-11	第1水準	U+898B	0x898B
謙	1-24-12	第1水準	U+8B19	0x8B19
賢	1-24-13	第1水準	U+8CE2	0x8CE2
軒	1-24-14	第1水準	U+8ED2	0x8ED2
遣	1-24-15	第1水準	U+9063	0x9063
鍵	1-24-16	第1水準	U+9375	0x9375
険	1-24-17	第1水準	U+967A	0x967A
顕	1-24-18	第1水準	U+9855	0x9855
験	1-24-19	第1水準	U+9A13	0x9A13
鹸	1-24-20	第1水準	U+9E78	0x9E78
元	1-24-21	第1水準	U+5143	0x5143
原	1-24-22	第1水準	U+539F	0x539F
厳	1-24-23	第1水準	U+53B3	0x53B3
幻	1-24-24	第1水準	U+5E7B	0x5E7B
弦	1-24-25	第1水準	U+5F26	0x5F26
減	1-24-26	第1水準	U+6E1B	0x6E1B
源	1-24-27	第1水準	U+6E90	0x6E90
玄	1-24-28	第1水準	U+7384	0x7384
現	1-24-29	第1水準	U+73FE	0x73FE
絃	1-24-30	第1水準	U+7D43	0x7D43
舷	1-24-31	第1水準	U+8237	0x8237
言	1-24-32	第1水準	U+8A00	0x8A00
諺	1-24-33	第1水準	U+8AFA	0x8AFA
限	1-24-34	第1水準	U+9650	0x9650
乎	1-24-35	第1水準	U+4E4E	0x4E4E
個	1-24-36	第1水準	U+500B	0x500B
古	1-24-37	第1水準	U+53E4	0x53E4
呼	1-24-38	第1水準	U+547C	0x547C
固	1-24-39	第1水準	U+56FA	0x56FA
姑	1-24-40	第1水準	U+59D1	0x59D1
孤	1-24-41	第1水準	U+5B64	0x5B64
己	1-24-42	第1水準	U+5DF1	0x5DF1
庫	1-24-43	第1水準	U+5EAB	0x5EAB
弧	1-24-44	第1水準	U+5F27	0x5F27
戸	1-24-45	第1水準	U+6238	0x6238
故	1-24-46	第1水準	U+6545	0x6545
枯	1-24-47	第1水準	U+67AF	0x67AF
湖	1-24-48	第1水準	U+6E56	0x6E56
狐	1-24-49	第1水準	U+72D0	0x72D0
糊	1-24-50	第1水準	U+7CCA	0x7CCA
袴	1-24-51	第1水準	U+88B4	0x88B4
股	1-24-52	第1水準	U+80A1	0x80A1
胡	1-24-53	第1水準	U+80E1	0x80E1
菰	1-24-54	第1水準	U+83F0	0x83F0
虎	1-24-55	第1水準	U+864E	0x864E
誇	1-24-56	第1水準	U+8A87	0x8A87
跨	1-24-57	第1水準	U+8DE8	0x8DE8
鈷	1-24-58	第1水準	U+9237	0x9237
雇	1-24-59	第1水準	U+96C7	0x96C7
顧	1-24-60	第1水準	U+9867	0x9867
鼓	1-24-61	第1水準	U+9F13	0x9F13
五	1-24-62	第1水準	U+4E94	0x4E94
互	1-24-63	第1水準	U+4E92	0x4E92
伍	1-24-64	第1水準	U+4F0D	0x4F0D
午	1-24-65	第1水準	U+5348	0x5348
呉	1-24-66	第1水準	U+5449	0x5449
吾	1-24-67	第1水準	U+543E	0x543E
娯	1-24-68	第1水準	U+5A2F	0x5A2F
後	1-24-69	第1水準	U+5F8C	0x5F8C
御	1-24-70	第1水準	U+5FA1	0x5FA1
悟	1-24-71	第1水準	U+609F	0x609F
梧	1-24-72	第1水準	U+68A7	0x68A7
檎	1-24-73	第1水準	U+6A8E	0x6A8E
瑚	1-24-74	第1水準	U+745A	0x745A
碁	1-24-75	第1水準	U+7881	0x7881
語	1-24-76	第1水準	U+8A9E	0x8A9E
誤	1-24-77	第1水準	U+8AA4	0x8AA4
護	1-24-78	第1水準	U+8B77	0x8B77
醐	1-24-79	第1水準	U+9190	0x9190
乞	1-24-80	第1水準	U+4E5E	0x4E5E
鯉	1-24-81	第1水準	U+9BC9	0x9BC9
交	1-24-82	第1水準	U+4EA4	0x4EA4
佼	1-24-83	第1水準	U+4F7C	0x4F7C
侯	1-24-84	第1水準	U+4FAF	0x4FAF
候	1-24-85	第1水準	U+5019	0x5019
倖	1-24-86	第1水準	U+5016	0x5016
光	1-24-87	第1水準	U+5149	0x5149
公	1-24-88	第1水準	U+516C	0x516C
功	1-24-89	第1水準	U+529F	0x529F
効	1-24-90	第1水準	U+52B9	0x52B9
勾	1-24-91	第1水準	U+52FE	0x52FE
厚	1-24-92	第1水準	U+539A	0x539A
口	1-24-93	第1水準	U+53E3	0x53E3
向	1-24-94	第1水準	U+5411	0x5411
后	1-25-01	第1水準	U+540E	0x540E
喉	1-25-02	第1水準	U+5589	0x5589
坑	1-25-03	第1水準	U+5751	0x5751
垢	1-25-04	第1水準	U+57A2	0x57A2
好	1-25-05	第1水準	U+597D	0x597D
孔	1-25-06	第1水準	U+5B54	0x5B54
孝	1-25-07	第1水準	U+5B5D	0x5B5D
宏	1-25-08	第1水準	U+5B8F	0x5B8F
工	1-25-09	第1水準	U+5DE5	0x5DE5
巧	1-25-10	第1水準	U+5DE7	0x5DE7
巷	1-25-11	第1水準	U+5DF7	0x5DF7
幸	1-25-12	第1水準	U+5E78	0x5E78
広	1-25-13	第1水準	U+5E83	0x5E83
庚	1-25-14	第1水準	U+5E9A	0x5E9A
康	1-25-15	第1水準	U+5EB7	0x5EB7
弘	1-25-16	第1水準	U+5F18	0x5F18
恒	1-25-17	第1水準	U+6052	0x6052
慌	1-25-18	第1水準	U+614C	0x614C
抗	1-25-19	第1水準	U+6297	0x6297
拘	1-25-20	第1水準	U+62D8	0x62D8
控	1-25-21	第1水準	U+63A7	0x63A7
攻	1-25-22	第1水準	U+653B	0x653B
昂	1-25-23	第1水準	U+6602	0x6602
晃	1-25-24	第1水準	U+6643	0x6643
更	1-25-25	第1水準	U+66F4	0x66F4
杭	1-25-26	第1水準	U+676D	0x676D
校	1-25-27	第1水準	U+6821	0x6821
梗	1-25-28	第1水準	U+6897	0x6897
構	1-25-29	第1水準	U+69CB	0x69CB
江	1-25-30	第1水準	U+6C5F	0x6C5F
洪	1-25-31	第1水準	U+6D2A	0x6D2A
浩	1-25-32	第1水準	U+6D69	0x6D69
港	1-25-33	第1水準	U+6E2F	0x6E2F
溝	1-25-34	第1水準	U+6E9D	0x6E9D
甲	1-25-35	第1水準	U+7532	0x7532
皇	1-25-36	第1水準	U+7687	0x7687
硬	1-25-37	第1水準	U+786C	0x786C
稿	1-25-38	第1水準	U+7A3F	0x7A3F
糠	1-25-39	第1水準	U+7CE0	0x7CE0
紅	1-25-40	第1水準	U+7D05	0x7D05
紘	1-25-41	第1水準	U+7D18	0x7D18
絞	1-25-42	第1水準	U+7D5E	0x7D5E
綱	1-25-43	第1水準	U+7DB1	0x7DB1
耕	1-25-44	第1水準	U+8015	0x8015
考	1-25-45	第1水準	U+8003	0x8003
肯	1-25-46	第1水準	U+80AF	0x80AF
肱	1-25-47	第1水準	U+80B1	0x80B1
腔	1-25-48	第1水準	U+8154	0x8154
膏	1-25-49	第1水準	U+818F	0x818F
航	1-25-50	第1水準	U+822A	0x822A
荒	1-25-51	第1水準	U+8352	0x8352
行	1-25-52	第1水準	U+884C	0x884C
衡	1-25-53	第1水準	U+8861	0x8861
講	1-25-54	第1水準	U+8B1B	0x8B1B
貢	1-25-55	第1水準	U+8CA2	0x8CA2
購	1-25-56	第1水準	U+8CFC	0x8CFC
郊	1-25-57	第1水準	U+90CA	0x90CA
酵	1-25-58	第1水準	U+9175	0x9175
鉱	1-25-59	第1水準	U+9271	0x9271
砿	1-25-60	第1水準	U+783F	0x783F
鋼	1-25-61	第1水準	U+92FC	0x92FC
閤	1-25-62	第1水準	U+95A4	0x95A4
降	1-25-63	第1水準	U+964D	0x964D
項	1-25-64	第1水準	U+9805	0x9805
香	1-25-65	第1水準	U+9999	0x9999
高	1-25-66	第1水準	U+9AD8	0x9AD8
鴻	1-25-67	第1水準	U+9D3B	0x9D3B
剛	1-25-68	第1水準	U+525B	0x525B
劫	1-25-69	第1水準	U+52AB	0x52AB
号	1-25-70	第1水準	U+53F7	0x53F7
合	1-25-71	第1水準	U+5408	0x5408
壕	1-25-72	第1水準	U+58D5	0x58D5
拷	1-25-73	第1水準	U+62F7	0x62F7
濠	1-25-74	第1水準	U+6FE0	0x6FE0
豪	1-25-75	第1水準	U+8C6A	0x8C6A
轟	1-25-76	第1水準	U+8F5F	0x8F5F
麹	1-25-77	第1水準	U+9EB9	0x9EB9
克	1-25-78	第1水準	U+514B	0x514B
刻	1-25-79	第1水準	U+523B	0x523B
告	1-25-80	第1水準	U+544A	0x544A
国	1-25-81	第1水準	U+56FD	0x56FD
穀	1-25-82	第1水準	U+7A40	0x7A40
酷	1-25-83	第1水準	U+9177	0x9177
鵠	1-25-84	第1水準	U+9D60	0x9D60
黒	1-25-85	第1水準	U+9ED2	0x9ED2
獄	1-25-86	第1水準	U+7344	0x7344
漉	1-25-87	第1水準	U+6F09	0x6F09
腰	1-25-88	第1水準	U+8170	0x8170
甑	1-25-89	第1水準	U+7511	0x7511
忽	1-25-90	第1水準	U+5FFD	0x5FFD
惚	1-25-91	第1水準	U+60DA	0x60DA
骨	1-25-92	第1水準	U+9AA8	0x9AA8
狛	1-25-93	第1水準	U+72DB	0x72DB
込	1-25-94	第1水準	U+8FBC	0x8FBC
此	1-26-01	第1水準	U+6B64	0x6B64
頃	1-26-02	第1水準	U+9803	0x9803
今	1-26-03	第1水準	U+4ECA	0x4ECA
困	1-26-04	第1水準	U+56F0	0x56F0
坤	1-26-05	第1水準	U+5764	0x5764
墾	1-26-06	第1水準	U+58BE	0x58BE
婚	1-26-07	第1水準	U+5A5A	0x5A5A
恨	1-26-08	第1水準	U+6068	0x6068
懇	1-26-09	第1水準	U+61C7	0x61C7
昏	1-26-10	第1水準	U+660F	0x660F
昆	1-26-11	第1水準	U+6606	0x6606
根	1-26-12	第1水準	U+6839	0x6839
梱	1-26-13	第1水準	U+68B1	0x68B1
混	1-26-14	第1水準	U+6DF7	0x6DF7
痕	1-26-15	第1水準	U+75D5	0x75D5
紺	1-26-16	第1水準	U+7D3A	0x7D3A
艮	1-26-17	第1水準	U+826E	0x826E
魂	1-26-18	第1水準	U+9B42	0x9B42
些	1-26-19	第1水準	U+4E9B	0x4E9B
佐	1-26-20	第1水準	U+4F50	0x4F50
叉	1-26-21	第1水準	U+53C9	0x53C9
唆	1-26-22	第1水準	U+5506	0x5506
嵯	1-26-23	第1水準	U+5D6F	0x5D6F
左	1-26-24	第1水準	U+5DE6	0x5DE6
差	1-26-25	第1水準	U+5DEE	0x5DEE
査	1-26-26	第1水準	U+67FB	0x67FB
沙	1-26-27	第1水準	U+6C99	0x6C99
瑳	1-26-28	第1水準	U+7473	0x7473
砂	1-26-29	第1水準	U+7802	0x7802
詐	1-26-30	第1水準	U+8A50	0x8A50
鎖	1-26-31	第1水準	U+9396	0x9396
裟	1-26-32	第1水準	U+88DF	0x88DF
坐	1-26-33	第1水準	U+5750	0x5750
座	1-26-34	第1水準	U+5EA7	0x5EA7
挫	1-26-35	第1水準	U+632B	0x632B
債	1-26-36	第1水準	U+50B5	0x50B5
催	1-26-37	第1水準	U+50AC	0x50AC
再	1-26-38	第1水準	U+518D	0x518D
最	1-26-39	第1水準	U+6700	0x6700
哉	1-26-40	第1水準	U+54C9	0x54C9
塞	1-26-41	第1水準	U+585E	0x585E
妻	1-26-42	第1水準	U+59BB	0x59BB
宰	1-26-43	第1水準	U+5BB0	0x5BB0
彩	1-26-44	第1水準	U+5F69	0x5F69
才	1-26-45	第1水準	U+624D	0x624D
採	1-26-46	第1水準	U+63A1	0x63A1
栽	1-26-47	第1水準	U+683D	0x683D
歳	1-26-48	第1水準	U+6B73	0x6B73
済	1-26-49	第1水準	U+6E08	0x6E08
災	1-26-50	第1水準	U+707D	0x707D
采	1-26-51	第1水準	U+91C7	0x91C7
犀	1-26-52	第1水準	U+7280	0x7280
砕	1-26-53	第1水準	U+7815	0x7815
砦	1-26-54	第1水準	U+7826	0x7826
祭	1-26-55	第1水準	U+796D	0x796D
斎	1-26-56	第1水準	U+658E	0x658E
細	1-26-57	第1水準	U+7D30	0x7D30
菜	1-26-58	第1水準	U+83DC	0x83DC
裁	1-26-59	第1水準	U+88C1	0x88C1
載	1-26-60	第1水準	U+8F09	0x8F09
際	1-26-61	第1水準	U+969B	0x969B
剤	1-26-62	第1水準	U+5264	0x5264
在	1-26-63	第1水準	U+5728	0x5728
材	1-26-64	第1水準	U+6750	0x6750
罪	1-26-65	第1水準	U+7F6A	0x7F6A
財	1-26-66	第1水準	U+8CA1	0x8CA1
冴	1-26-67	第1水準	U+51B4	0x51B4
坂	1-26-68	第1水準	U+5742	0x5742
阪	1-26-69	第1水準	U+962A	0x962A
堺	1-26-70	第1水準	U+583A	0x583A
榊	1-26-71	第1水準	U+698A	0x698A
肴	1-26-72	第1水準	U+80B4	0x80B4
咲	1-26-73	第1水準	U+54B2	0x54B2
崎	1-26-74	第1水準	U+5D0E	0x5D0E
埼	1-26-75	第1水準	U+57FC	0x57FC
碕	1-26-76	第1水準	U+7895	0x7895
鷺	1-26-77	第1水準	U+9DFA	0x9DFA
作	1-26-78	第1水準	U+4F5C	0x4F5C
削	1-26-79	第1水準	U+524A	0x524A
咋	1-26-80	第1水準	U+548B	0x548B
搾	1-26-81	第1水準	U+643E	0x643E
昨	1-26-82	第1水準	U+6628	0x6628
朔	1-26-83	第1水準	U+6714	0x6714
柵	1-26-84	第1水準	U+67F5	0x67F5
窄	1-26-85	第1水準	U+7A84	0x7A84
策	1-26-86	第1水準	U+7B56	0x7B56
索	1-26-87	第1水準	U+7D22	0x7D22
錯	1-26-88	第1水準	U+932F	0x932F
桜	1-26-89	第1水準	U+685C	0x685C
鮭	1-26-90	第1水準	U+9BAD	0x9BAD
笹	1-26-91	第1水準	U+7B39	0x7B39
匙	1-26-92	第1水準	U+5319	0x5319
冊	1-26-93	第1水準	U+518A	0x518A
刷	1-26-94	第1水準	U+5237	0x5237
察	1-27-01	第1水準	U+5BDF	0x5BDF
拶	1-27-02	第1水準	U+62F6	0x62F6
撮	1-27-03	第1水準	U+64AE	0x64AE
擦	1-27-04	第1水準	U+64E6	0x64E6
札	1-27-05	第1水準	U+672D	0x672D
殺	1-27-06	第1水準	U+6BBA	0x6BBA
殺	1-86-41	第3水準	U+F970	0xF970
薩	1-27-07	第1水準	U+85A9	0x85A9
雑	1-27-08	第1水準	U+96D1	0x96D1
皐	1-27-09	第1水準	U+7690	0x7690
鯖	1-27-10	第1水準	U+9BD6	0x9BD6
捌	1-27-11	第1水準	U+634C	0x634C
錆	1-27-12	第1水準	U+9306	0x9306
鮫	1-27-13	第1水準	U+9BAB	0x9BAB
皿	1-27-14	第1水準	U+76BF	0x76BF
晒	1-27-15	第1水準	U+6652	0x6652
三	1-27-16	第1水準	U+4E09	0x4E09
傘	1-27-17	第1水準	U+5098	0x5098
参	1-27-18	第1水準	U+53C2	0x53C2
山	1-27-19	第1水準	U+5C71	0x5C71
惨	1-27-20	第1水準	U+60E8	0x60E8
撒	1-27-21	第1水準	U+6492	0x6492
散	1-27-22	第1水準	U+6563	0x6563
桟	1-27-23	第1水準	U+685F	0x685F
燦	1-27-24	第1水準	U+71E6	0x71E6
珊	1-27-25	第1水準	U+73CA	0x73CA
産	1-27-26	第1水準	U+7523	0x7523
算	1-27-27	第1水準	U+7B97	0x7B97
纂	1-27-28	第1水準	U+7E82	0x7E82
蚕	1-27-29	第1水準	U+8695	0x8695
讃	1-27-30	第1水準	U+8B83	0x8B83
賛	1-27-31	第1水準	U+8CDB	0x8CDB
酸	1-27-32	第1水準	U+9178	0x9178
餐	1-27-33	第1水準	U+9910	0x9910
斬	1-27-34	第1水準	U+65AC	0x65AC
暫	1-27-35	第1水準	U+66AB	0x66AB
残	1-27-36	第1水準	U+6B8B	0x6B8B
仕	1-27-37	第1水準	U+4ED5	0x4ED5
仔	1-27-38	第1水準	U+4ED4	0x4ED4
伺	1-27-39	第1水準	U+4F3A	0x4F3A
使	1-27-40	第1水準	U+4F7F	0x4F7F
刺	1-27-41	第1水準	U+523A	0x523A
司	1-27-42	第1水準	U+53F8	0x53F8
史	1-27-43	第1水準	U+53F2	0x53F2
嗣	1-27-44	第1水準	U+55E3	0x55E3
四	1-27-45	第1水準	U+56DB	0x56DB
士	1-27-46	第1水準	U+58EB	0x58EB
始	1-27-47	第1水準	U+59CB	0x59CB
姉	1-27-48	第1水準	U+59C9	0x59C9
姿	1-27-49	第1水準	U+59FF	0x59FF
子	1-27-50	第1水準	U+5B50	0x5B50
屍	1-27-51	第1水準	U+5C4D	0x5C4D
市	1-27-52	第1水準	U+5E02	0x5E02
師	1-27-53	第1水準	U+5E2B	0x5E2B
志	1-27-54	第1水準	U+5FD7	0x5FD7
思	1-27-55	第1水準	U+601D	0x601D
指	1-27-56	第1水準	U+6307	0x6307
支	1-27-57	第1水準	U+652F	0x652F
孜	1-27-58	第1水準	U+5B5C	0x5B5C
斯	1-27-59	第1水準	U+65AF	0x65AF
施	1-27-60	第1水準	U+65BD	0x65BD
旨	1-27-61	第1水準	U+65E8	0x65E8
枝	1-27-62	第1水準	U+679D	0x679D
